"No.","Time","Source","Destination","Protocol","Length","Info"
"1333","32.177946","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=543469 Win=511 Len=0"
"1334","32.178046","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=546389 Win=511 Len=0"
"1335","32.180293","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1336","32.180293","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=547596 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1338]"
"1337","32.180293","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=549056 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1338]"
"1338","32.180293","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1339","32.180293","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=551723 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1341]"
"1340","32.180293","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=553183 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1341]"
"1341","32.180293","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1342","32.180293","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=555850 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1344]"
"1343","32.180293","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=557310 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1344]"
"1344","32.180293","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1345","32.180293","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=559977 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1346]"
"1346","32.180293","150.171.22.12","100.86.247.80","TLSv1.2","1287","Application Data"
"1347","32.180665","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=549056 Win=511 Len=0"
"1348","32.180765","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=551723 Win=511 Len=0"
"1349","32.180829","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=554643 Win=511 Len=0"
"1350","32.180884","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=557310 Win=511 Len=0"
"1351","32.180957","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=559977 Win=511 Len=0"
"1352","32.180915","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"1353","32.181046","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=562670 Win=511 Len=0"
"1354","32.204498","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=562701 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1356]"
"1355","32.204498","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=564161 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1356]"
"1356","32.204498","150.171.22.12","100.86.247.80","TLSv1.2","1474","Application Data"
"1357","32.204841","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=564161 Win=511 Len=0"
"1358","32.204999","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=567041 Win=511 Len=0"
"1359","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=567041 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1361]"
"1360","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=568501 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1361]"
"1361","32.218614","150.171.22.12","100.86.247.80","TLSv1.2","266","Application Data"
"1362","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=570173 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1364]"
"1363","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=571633 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1364]"
"1364","32.218614","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1365","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=574300 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1367]"
"1366","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=575760 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1367]"
"1367","32.218614","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1368","32.218614","150.171.22.12","100.86.247.80","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"1369","32.218614","150.171.22.12","100.86.247.80","TLSv1.2","1261","Ignored Unknown Record"
"1370","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=582554 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1372]"
"1371","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=584014 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1372]"
"1372","32.218614","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1373","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=586681 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1375]"
"1374","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=588141 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1375]"
"1375","32.218614","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1376","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=590808 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1378]"
"1377","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=592268 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1378]"
"1378","32.218614","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1379","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=594935 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1381]"
"1380","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=596395 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1381]"
"1381","32.218614","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1382","32.218614","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=599062 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1403]"
"1383","32.219324","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=569961 Win=511 Len=0"
"1384","32.219433","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=571633 Win=511 Len=0"
"1385","32.219489","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=574300 Win=511 Len=0"
"1386","32.219562","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=577220 Win=511 Len=0"
"1387","32.219606","100.86.247.80","150.171.22.12","TCP","66","63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=581347"
"1388","32.219632","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#1] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=582554"
"1389","32.219653","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#2] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=584014"
"1390","32.219674","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#3] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=585474"
"1391","32.219705","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#4] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=586681"
"1392","32.219734","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#5] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=588141"
"1393","32.219755","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#6] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=589601"
"1394","32.219788","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#7] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=590808"
"1395","32.219812","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#8] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=592268"
"1396","32.219846","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#9] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=593728"
"1397","32.219872","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#10] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=594935"
"1398","32.219896","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#11] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=596395"
"1399","32.219920","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#12] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=597855"
"1400","32.219945","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#13] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=599062"
"1401","32.219980","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#14] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=600522"
"1402","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=600522 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1403]"
"1403","32.224907","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1404","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=603189 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1406]"
"1405","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=604649 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1406]"
"1406","32.224907","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1407","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=607316 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1409]"
"1408","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=608776 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1409]"
"1409","32.224907","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1410","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=611443 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1412]"
"1411","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=612903 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1412]"
"1412","32.224907","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1413","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=615570 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1415]"
"1414","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=617030 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1415]"
"1415","32.224907","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1416","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=619697 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1418]"
"1417","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=621157 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1418]"
"1418","32.224907","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1419","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=623824 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1421]"
"1420","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=625284 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1421]"
"1421","32.224907","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1422","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=627951 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1424]"
"1423","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=629411 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1424]"
"1424","32.224907","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1425","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=632078 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1427]"
"1426","32.224907","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=633538 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1427]"
"1427","32.224907","150.171.22.12","100.86.247.80","TLSv1.2","521","Application Data"
"1428","32.225874","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#15] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=601982"
"1429","32.225977","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#16] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=603189"
"1430","32.226041","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#17] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=604649"
"1431","32.226076","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#18] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=606109"
"1432","32.226112","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#19] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=607316"
"1433","32.226145","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#20] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=608776"
"1434","32.226178","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#21] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=610236"
"1435","32.226214","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#22] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=611443"
"1436","32.226249","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#23] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=612903"
"1437","32.226282","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#24] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=614363"
"1438","32.226318","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#25] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=615570"
"1439","32.226352","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#26] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=617030"
"1440","32.226401","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#27] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=618490"
"1441","32.226441","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#28] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=619697"
"1442","32.226475","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#29] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=621157"
"1443","32.226509","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#30] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=622617"
"1444","32.226544","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#31] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=623824"
"1445","32.226579","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#32] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=625284"
"1446","32.226613","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#33] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=626744"
"1447","32.226649","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#34] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=627951"
"1448","32.226684","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#35] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=629411"
"1449","32.226721","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#36] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=630871"
"1450","32.226774","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#37] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=632078"
"1451","32.226811","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#38] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=633538"
"1452","32.226849","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#39] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=634998"
"1453","32.226903","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#40] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=635465"
"1454","32.227720","150.171.22.12","100.86.247.80","TLSv1.2","85","Application Data"
"1455","32.227833","100.86.247.80","150.171.22.12","TCP","66","[TCP Dup ACK 1387#41] 63394  >  443 [ACK] Seq=316653 Ack=578427 Win=507 Len=0 SLE=579887 SRE=635496"
"1456","32.260370","150.171.22.12","100.86.247.80","TCP","1514","[TCP Retransmission] 443  >  63394 [ACK] Seq=578427 Ack=316653 Win=16384 Len=1460"
"1457","32.261015","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=635496 Win=511 Len=0"
"1458","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=635496 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1460]"
"1459","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=636956 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1460]"
"1460","33.283043","150.171.22.12","100.86.247.80","TLSv1.2","1428","Application Data"
"1461","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=639790 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1463]"
"1462","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=641250 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1463]"
"1463","33.283043","150.171.22.12","100.86.247.80","TLSv1.2","266","Application Data"
"1464","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=642922 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1466]"
"1465","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=644382 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1466]"
"1466","33.283043","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1467","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=647049 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1469]"
"1468","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=648509 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1469]"
"1469","33.283043","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1470","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=651176 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1472]"
"1471","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=652636 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1472]"
"1472","33.283043","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1473","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=655303 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1475]"
"1474","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=656763 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1475]"
"1475","33.283043","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1476","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=659430 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1478]"
"1477","33.283043","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=660890 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1478]"
"1478","33.283043","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1479","33.284529","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=638416 Win=511 Len=0"
"1480","33.284785","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=641250 Win=511 Len=0"
"1481","33.285020","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=642922 Win=511 Len=0"
"1482","33.285213","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=645842 Win=511 Len=0"
"1483","33.285476","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=648509 Win=511 Len=0"
"1484","33.285748","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=651176 Win=511 Len=0"
"1485","33.285935","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=654096 Win=511 Len=0"
"1486","33.286005","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=663557 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1489]"
"1487","33.286029","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=656763 Win=511 Len=0"
"1488","33.286005","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=665017 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1489]"
"1489","33.286005","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1490","33.286005","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=667684 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1492]"
"1491","33.286005","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=669144 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1492]"
"1492","33.286005","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1493","33.286005","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=671811 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1495]"
"1494","33.286005","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=673271 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1495]"
"1495","33.286005","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1496","33.286005","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=675938 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1499]"
"1497","33.286005","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=677398 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1499]"
"1498","33.286112","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=659430 Win=511 Len=0"
"1499","33.286005","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1500","33.286005","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=680065 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1510]"
"1501","33.286005","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=681525 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1510]"
"1502","33.286411","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=662350 Win=511 Len=0"
"1503","33.286547","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=665017 Win=511 Len=0"
"1504","33.286621","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=667684 Win=511 Len=0"
"1505","33.286700","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=670604 Win=511 Len=0"
"1506","33.286772","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=673271 Win=511 Len=0"
"1507","33.286934","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=675938 Win=511 Len=0"
"1508","33.287041","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=678858 Win=511 Len=0"
"1509","33.287156","100.86.247.80","150.171.22.12","TCP","54","63394  >  443 [ACK] Seq=316653 Ack=681525 Win=511 Len=0"
"1510","33.290086","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
"1511","33.290086","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=684192 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1513]"
"1512","33.290086","150.171.22.12","100.86.247.80","TCP","1514","443  >  63394 [ACK] Seq=685652 Ack=316653 Win=16384 Len=1460 [TCP PDU reassembled in 1513]"
"1513","33.290086","150.171.22.12","100.86.247.80","TLSv1.2","1261","Application Data"
